timestamp,symbol,action,price,quantity,total_value,balance_before,balance_after,position_size,leverage,stop_loss,take_profit,prediction,confidence,regime,pnl,pnl_pct,trade_type,status,order_id
22-08-2025 04:16,API3USDT,SELL,1.584,1262.626263,2000.000001,10000,9000,1262.626263,2,1.61568,1.55232,0.115199808,0.115199808,"{'volatility': 'NORMAL', 'trend': 'SIDEWAYS', 'phase': 'SIDEWAYS'}",0,0,paper,executed,paper_1755816398257
22-08-2025 04:16,ADAUSDT,SELL,0.8571,2100.105005,1800,9000,8100,2100.105005,2,0.865671,0.839958,0.067813338,0.067813338,"{'volatility': 'LOW', 'trend': 'SIDEWAYS', 'phase': 'SIDEWAYS'}",0,0,paper,executed,paper_1755816398501
2025-08-22 16:51:44,ADAUSDT,SELL,0.839,2383.790226,1999.999999614,10000.0,9000.000000193,2383.790226,2,0.84739,0.79705,0.0923966694043752,0.0923966694043752,"{'volatility': 'LOW', 'trend': 'WEAK_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755861704202
2025-08-22 16:51:44,BTCUSDT,SELL,112246.2,0.016036,1799.9800632000001,9000.000000193,8100.009968593,0.016036,2,113368.662,106633.89,0.042814863309323596,0.042814863309323596,"{'volatility': 'LOW', 'trend': 'WEAK_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755861704421
2025-08-22 18:05:52,BTCUSDT,SELL,111719.58338043,0.017902,2000.0039816764581,10000.0,8999.99800916177,0.017902,2,113507.096715,106133.604211,0.5007761432899305,0.5007761432899305,"{'volatility': 'LOW', 'trend': 'WEAK_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755866152127
2025-08-22 18:08:51,ETHUSDT,SELL,4209.19,0.427636,1800.00117484,8999.99800916177,8099.997421741771,0.427636,2,4276.53704,3998.7305,0.23552034794080928,0.23552034794080928,"{'volatility': 'LOW', 'trend': 'WEAK_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755866331341
2025-08-22 18:13:01,1000PEPEUSDT,SELL,0.00995383,162751.371517,1619.9994843470602,8099.997421741771,7289.997679568241,162751.371517,2,0.010113,0.009456,0.8236062398596536,0.8236062398596536,"{'volatility': 'LOW', 'trend': 'WEAK_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755866581961
2025-08-22 18:15:17,ADAUSDT,SELL,0.83104569,1754.415616,1457.9995361454949,7289.997679568241,6560.997911495494,1754.415616,2,0.844342,0.789493,0.5468923414975367,0.5468923414975367,"{'volatility': 'LOW', 'trend': 'WEAK_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755866717955
2025-08-22 18:15:50,AIOTUSDT,SELL,1.44564869,907.689117,1312.1995829183068,6560.997911495494,5904.89812003634,907.689117,2,1.474562,1.373366,0.6428726995901627,0.6428726995901627,"{'volatility': 'NORMAL', 'trend': 'WEAK_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755866750944
2025-08-22 18:17:55,XRPUSDT,SELL,2.8152,419.501145,1180.979623404,5904.89812003634,5314.408308334339,419.501145,2,2.860243,2.67444,0.7958586811276168,0.7958586811276168,"{'volatility': 'LOW', 'trend': 'WEAK_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755866875046
2025-08-22 18:18:40,API3USDT,SELL,1.46775728,724.153561,1062.881660995674,5314.408308334339,4782.967477836502,724.153561,2,1.497112,1.335659,0.8496033624098923,0.8496033624098923,"{'volatility': 'NORMAL', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755866920530
2025-08-22 18:21:36,DOGEUSDT,SELL,0.21080039,4537.911413,956.593495645851,4782.967477836502,4304.670730013577,4537.911413,2,0.214173,0.20026,0.2769116715719922,0.2769116715719922,"{'volatility': 'LOW', 'trend': 'WEAK_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755867096251
2025-08-22 18:23:07,SUIUSDT,SELL,3.33856868,257.875224,860.9341461943843,4304.670730013577,3874.2036569163847,257.875224,2,3.391986,3.17164,0.45941418993392025,0.45941418993392025,"{'volatility': 'LOW', 'trend': 'WEAK_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755867187631
2025-08-22 18:24:36,LINKUSDT,SELL,24.464,31.672692,774.840737088,3874.2036569163847,3486.783288372385,31.672692,2,24.855424,22.26224,0.37051691288845423,0.37051691288845423,"{'volatility': 'LOW', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755867276823
2025-08-22 18:45:48,AIOTUSDT,SELL,1.44827,1380.957971,2000.00000066017,10000.0,8999.999999669915,1380.957971,2,1.477235,1.317926,0.9850130588794046,0.9850130588794046,"{'volatility': 'NORMAL', 'trend': 'STRONG_TREND', 'phase': 'BULL'}",0.0,0.0,paper,executed,paper_1755868548516
2025-08-22 18:53:24,XRPUSDT,SELL,2.80627557,641.419545,1799.9999992540156,8999.999999669915,8100.000000042907,641.419545,2,2.851176,2.665962,0.9716996444807598,0.9716996444807598,"{'volatility': 'LOW', 'trend': 'WEAK_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755869003517
2025-08-22 18:54:09,1000PEPEUSDT,SELL,0.00986037,164294.037649,1620.0000000130701,8100.000000042907,7290.0000000363725,164294.037649,2,0.010018,0.008973,0.9443906391227468,0.9443906391227468,"{'volatility': 'LOW', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755869049301
2025-08-22 18:54:22,DOGEUSDT,SELL,0.20966,6954.116188,1457.99999997608,7290.0000000363725,6561.000000048332,6954.116188,2,0.213015,0.199177,0.9737604241584947,0.9737604241584947,"{'volatility': 'LOW', 'trend': 'WEAK_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755869062465
2025-08-22 19:01:19,DOTUSDT,SELL,3.705,354.17004,1312.1999982,6561.000000048332,5904.9000009483325,354.17004,2,3.76428,3.51975,1.0,1.0,"{'volatility': 'LOW', 'trend': 'WEAK_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755869479135
2025-08-22 19:01:22,SUIUSDT,SELL,3.3249,355.192637,1180.9799987613,5904.9000009483325,5314.410001567682,355.192637,2,3.378098,3.158655,0.9517590199652416,0.9517590199652416,"{'volatility': 'LOW', 'trend': 'WEAK_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755869482145
2025-08-22 19:01:25,LINKUSDT,SELL,24.321,43.702233,1062.882008793,5314.410001567682,4782.968997171182,43.702233,2,24.710136,23.10495,0.9529116441283176,0.9529116441283176,"{'volatility': 'LOW', 'trend': 'WEAK_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755869485061
2025-08-22 21:16:32,ETHUSDT,BUY,4648.06,0.430287,1999.9997932200001,10000.0,9000.00010339,0.430287,2,4555.0988,5066.3854,0.7183965404482586,0.7183965404482586,"{'volatility': 'NORMAL', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755877592468
2025-08-22 21:16:54,ADAUSDT,SELL,0.9122,1973.251503,1800.0000210366,9000.00010339,8100.000092871701,1973.251503,2,0.930444,0.830102,0.7452745512297854,0.7452745512297854,"{'volatility': 'NORMAL', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755877614535
2025-08-22 21:17:17,BTCUSDT,BUY,117176.6577266,0.013825,1619.967293070245,8100.000092871701,7290.016446336578,0.013825,2,115301.831203,127722.556922,0.703469765785448,0.703469765785448,"{'volatility': 'LOW', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755877637707
2025-08-22 21:18:03,API3USDT,BUY,1.5087,966.39709,1458.003289683,7290.016446336578,6561.014801495078,966.39709,2,1.478526,1.644483,0.7507667193093908,0.7507667193093908,"{'volatility': 'NORMAL', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755877683252
2025-08-22 21:19:05,1000PEPEUSDT,BUY,0.0109183,120183.816189,1312.202960296359,6561.014801495078,5904.913321346899,120183.816189,2,0.0107,0.011901,0.7060433237780301,0.7060433237780301,"{'volatility': 'NORMAL', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755877745097
2025-08-22 21:19:05,AIOTUSDT,BUY,1.57038,752.036236,1180.98266428968,5904.913321346899,5314.421989202058,752.036236,2,1.538972,1.711714,0.7374669098854705,0.7374669098854705,"{'volatility': 'NORMAL', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755877745302
2025-08-22 21:20:01,XRPUSDT,BUY,3.0376,349.90927,1062.884398552,5314.421989202058,4782.979789926058,349.90927,2,2.976848,3.310984,0.7141899057026488,0.7141899057026488,"{'volatility': 'NORMAL', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755877801781
2025-08-22 21:20:06,DOGEUSDT,BUY,0.23269,4111.031664,956.59595789616,4782.979789926058,4304.681810977979,4111.031664,2,0.228036,0.253632,0.7315561591376605,0.7315561591376605,"{'volatility': 'NORMAL', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755877806976
2025-08-22 21:21:24,SUIUSDT,SELL,3.6398,236.533975,860.936362205,4304.681810977979,3874.2136298754785,236.533975,2,3.712596,3.312218,0.7420900689224724,0.7420900689224724,"{'volatility': 'NORMAL', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755877884948
2025-08-22 21:21:29,LINKUSDT,BUY,26.559,29.174394,774.842730246,3874.2136298754785,3486.7922647524783,29.174394,2,26.02782,28.94931,0.7456336745793747,0.7456336745793747,"{'volatility': 'NORMAL', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755877889140
2025-08-22 21:22:02,DOTUSDT,SELL,3.98251805,175.104907,697.3584527710714,3486.7922647524783,3138.1130383669424,175.104907,2,4.062168,3.624091,0.7422818479582093,0.7422818479582093,"{'volatility': 'NORMAL', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755877922911
2025-08-22 21:39:42,ETHUSDT,BUY,4730.70264164,0.211385,999.9995779030714,10000.0,9500.000211048464,0.211385,2,4636.088589,5156.465879,0.736139971321773,0.736139971321773,"{'volatility': 'NORMAL', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755878982886
2025-08-22 21:39:44,ADAUSDT,BUY,0.92881474,1022.808942,950.0000215334051,9500.000211048464,9025.000200281762,1022.808942,2,0.910238,1.012408,0.734247326706646,0.734247326706646,"{'volatility': 'NORMAL', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755878984374
2025-08-22 21:40:07,BTCUSDT,BUY,116548.41800725,0.007744,902.550949048144,9025.000200281762,8573.72472575769,0.007744,2,114683.643319,127037.775628,0.7289146105793131,0.7289146105793131,"{'volatility': 'LOW', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755879007114
2025-08-22 21:40:47,API3USDT,BUY,1.51151938,567.22559,857.3724721169342,8573.72472575769,8145.038489699222,567.22559,2,1.481289,1.647556,0.7374108297294422,0.7374108297294422,"{'volatility': 'NORMAL', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755879047312
2025-08-22 21:41:04,AIOTUSDT,BUY,1.56661,519.914879,814.50384859019,8145.038489699222,7737.786565404127,519.914879,2,1.535278,1.707605,0.7238674360621505,0.7238674360621505,"{'volatility': 'NORMAL', 'trend': 'STRONG_TREND', 'phase': 'SIDEWAYS'}",0.0,0.0,paper,executed,paper_1755879064621
